id,parent_id/id,code,type,name,reconcile,user_type/id
md_acc_52310,md_acc_52300,52310,Regular,Avansuri primite din ţară,TRUE,account.data_account_type_liability
md_acc_52320,md_acc_52300,52320,Regular,Avansuri primite din străinătate,TRUE,account.data_account_type_liability
md_acc_53000,md_acc_50000,53000,View,DATORII CALCULATE CURENTE ,TRUE,account.data_account_type_view
md_acc_53100,md_acc_53000,53100,View,Datorii faţă de personal privind retribuirea muncii,TRUE,account.data_account_type_view
md_acc_53110,md_acc_53100,53110,Regular,Datorii salariale,TRUE,account.data_account_type_liability
md_acc_53120,md_acc_53100,53120,Regular,Datorii faţă de deponenţi,TRUE,account.data_account_type_liability
md_acc_53200,md_acc_53000,53200,View,Datorii faţă de personal privind alte operaţii,TRUE,account.data_account_type_view
md_acc_53210,md_acc_53200,53210,Regular,Datorii faţă de titularii de avans,TRUE,account.data_account_type_liability
md_acc_53220,md_acc_53200,53220,Regular,Datorii faţă de personal privind alte operaţii,TRUE,account.data_account_type_liability
md_acc_53300,md_acc_53000,53300,View,Datorii privind asigurările sociale şi medicale,TRUE,account.data_account_type_view
md_acc_53310,md_acc_53300,53310,Regular,Datorii faţă de bugetul asigurărilor sociale de stat,TRUE,account.data_account_type_liability
md_acc_53320,md_acc_53300,53320,Regular,Datorii faţă de fondurile asigurării obligatorii de asistenţă medicală,TRUE,account.data_account_type_liability
md_acc_53330,md_acc_53300,53330,Regular,Alte datorii privind asigurările sociale şi medicale,TRUE,account.data_account_type_liability
md_acc_53400,md_acc_53000,53400,View,Datorii faţă de buget ,TRUE,account.data_account_type_view
md_acc_53410,md_acc_53400,53410,Regular,Datorii privind impozitul pe venit din activitatea de întreprinzător şi profesională,TRUE,account.data_account_type_liability
md_acc_53420,md_acc_53400,53420,Regular,Datorii privind impozitul pe venit din salariu,TRUE,account.data_account_type_liability
md_acc_53430,md_acc_53400,53430,Regular,Datorii privind impozitul pe venit reţinut la sursa de plată,TRUE,account.data_account_type_liability
md_acc_53440,md_acc_53400,53440,Regular,Datorii privind taxa pe valoarea adăugată,TRUE,account.data_account_type_liability
md_acc_53450,md_acc_53400,53450,Regular,Datorii privind accizele,TRUE,account.data_account_type_liability
md_acc_53460,md_acc_53400,53460,Regular,Datorii privind alte impozite şi taxe ,TRUE,account.data_account_type_liability
md_acc_53470,md_acc_53400,53470,Regular,Datorii privind sancţiunile,TRUE,account.data_account_type_liability
md_acc_53480,md_acc_53400,53480,Regular,Alte datorii faţă de buget,TRUE,account.data_account_type_liability
md_acc_53500,md_acc_53000,53500,View,Venituri anticipate curente ,TRUE,account.data_account_type_view
md_acc_53510,md_acc_53500,53510,Regular,Subvenţii,TRUE,account.data_account_type_liability
md_acc_53520,md_acc_53500,53520,Regular,Alte venituri anticipate curente,TRUE,account.data_account_type_liability
md_acc_53600,md_acc_53000,53600,View,Datorii faţă de proprietari,TRUE,account.data_account_type_view
md_acc_53610,md_acc_53600,53610,Regular,Datorii privind dividendele calculate,TRUE,account.data_account_type_liability
md_acc_53620,md_acc_53600,53620,Regular,Datorii privind alte operaţii,TRUE,account.data_account_type_liability
md_acc_53700,md_acc_53000,53700,Regular,Finanţări şi încasări cu destinaţie specială curente,TRUE,account.data_account_type_liability
md_acc_53800,md_acc_53000,53800,Regular,Provizioane curente,TRUE,account.data_account_type_liability
md_acc_54000,md_acc_50000,54000,View,ALTE DATORII CURENTE,TRUE,account.data_account_type_view
md_acc_54100,md_acc_54000,54100,View,Datorii preliminate,TRUE,account.data_account_type_view
md_acc_54110,md_acc_54100,54110,Regular,Datorii preliminate privind decontările cu bugetul,TRUE,account.data_account_type_liability
md_acc_54120,md_acc_54100,54120,Regular,Datorii preliminate privind primele de asigurare obligatorie de asistenţă medicală,TRUE,account.data_account_type_liability
md_acc_54130,md_acc_54100,54130,Regular,Datorii preliminate privind leasingul financiar,TRUE,account.data_account_type_liability
md_acc_54140,md_acc_54100,54140,Regular,Alte datorii preliminate,TRUE,account.data_account_type_liability
md_acc_54200,md_acc_54000,54200,Regular,Datorii privind asigurarea bunurilor şi a persoanelor,TRUE,account.data_account_type_liability
md_acc_54300,md_acc_54000,54300,Regular,Datorii curente privind bunurile primite în gestiune economică,TRUE,account.data_account_type_liability
md_acc_54400,md_acc_54000,54400,View,Alte datorii curente,TRUE,account.data_account_type_view
md_acc_54410,md_acc_54400,54410,Regular,Datorii privind sancţiunile comerciale,TRUE,account.data_account_type_liability
md_acc_54420,md_acc_54400,54420,Regular,Alte datorii calculate curente,TRUE,account.data_account_type_liability
md_acc_60000,md_acc_0,60000,View,VENITURI,TRUE,account.data_account_type_view
md_acc_61000,md_acc_60000,61000,View,VENITURI DIN ACTIVITATEA OPERAŢIONALĂ,TRUE,account.data_account_type_view
md_acc_61100,md_acc_61000,61100,View,Venituri din vînzări,TRUE,account.data_account_type_view
md_acc_61110,md_acc_61100,61110,Regular,Venituri din vînzarea produselor ,TRUE,account.data_account_type_income
md_acc_61120,md_acc_61100,61120,Regular,Venituri din vînzarea mărfurilor,TRUE,account.data_account_type_income
md_acc_61130,md_acc_61100,61130,Regular,Venituri din prestarea serviciilor ,TRUE,account.data_account_type_income
md_acc_61140,md_acc_61100,61140,Regular,Venituri din executarea lucrărilor ,TRUE,account.data_account_type_income
md_acc_61150,md_acc_61100,61150,Regular,Venituri din contracte de construcţie,TRUE,account.data_account_type_income
md_acc_61160,md_acc_61100,61160,Regular,Venituri din contracte de leasing operaţional şi financiar (arendă locaţiune),TRUE,account.data_account_type_income
md_acc_61170,md_acc_61100,61170,Regular,Venituri din contracte de microfinanţare,TRUE,account.data_account_type_income
md_acc_61180,md_acc_61100,61180,Regular,Alte venituri din vînzări,TRUE,account.data_account_type_income
md_acc_61200,md_acc_61000,61200,View,Alte venituri din activitatea operaţională,TRUE,account.data_account_type_view
md_acc_61210,md_acc_61200,61210,Regular,Venituri din ieşirea altor active circulante,TRUE,account.data_account_type_income
md_acc_61220,md_acc_61200,61220,Regular,Venituri din sancţiuni,TRUE,account.data_account_type_income
md_acc_61230,md_acc_61200,61230,Regular,Venituri din recuperarea prejudiciului material,TRUE,account.data_account_type_income
md_acc_61240,md_acc_61200,61240,Regular,Venituri din plusurile de active imobilizate şi circulante constatate la inventariere,TRUE,account.data_account_type_income
md_acc_61250,md_acc_61200,61250,Regular,Venituri din decontarea datoriilor cu termen de prescripţie expirat,TRUE,account.data_account_type_income
md_acc_61260,md_acc_61200,61260,Regular,Alte venituri operaţionale,TRUE,account.data_account_type_income
md_acc_62000,md_acc_60000,62000,View,VENITURI DIN ALTE ACTIVITĂŢI,TRUE,account.data_account_type_view
md_acc_62100,md_acc_62000,62100,View,Venituri din operaţiuni cu active imobilizate,TRUE,account.data_account_type_view
md_acc_62110,md_acc_62100,62110,Regular,Venituri din ieşirea imobilizărilor necorporale,TRUE,account.data_account_type_income
md_acc_62120,md_acc_62100,62120,Regular,Venituri din ieşirea imobilizărilor corporale,TRUE,account.data_account_type_income
md_acc_62130,md_acc_62100,62130,Regular,Venituri din ieşirea investiţiilor financiare pe termen lung,TRUE,account.data_account_type_income
md_acc_62140,md_acc_62100,62140,Regular,Venituri din ieşirea investiţiilor imobiliare,TRUE,account.data_account_type_income
md_acc_62150,md_acc_62100,62150,Regular,Venituri din ieşirea altor active imobilizate,TRUE,account.data_account_type_income
md_acc_62160,md_acc_62100,62160,Regular,Venituri din reluarea pierderilor din deprecierea activelor imobilizate,TRUE,account.data_account_type_income
md_acc_62170,md_acc_62100,62170,Regular,Alte venituri din operaţiuni cu active imobilizate,TRUE,account.data_account_type_income
md_acc_62200,md_acc_62000,62200,View,Venituri financiare,TRUE,account.data_account_type_view
md_acc_62210,md_acc_62200,62210,Regular,Venituri din diferenţe de curs valutar,TRUE,account.data_account_type_income
md_acc_62220,md_acc_62200,62220,Regular,Venituri din diferenţe de sumă,TRUE,account.data_account_type_income
md_acc_62230,md_acc_62200,62230,Regular,Venituri din redevenţe,TRUE,account.data_account_type_income
md_acc_62240,md_acc_62200,62240,Regular,Venituri din active imobilizate şi circulante intrate cu titlu gratuit,TRUE,account.data_account_type_income
md_acc_62250,md_acc_62200,62250,Regular,Venituri din dividende şi participaţii în alte entităţi,TRUE,account.data_account_type_income
md_acc_62260,md_acc_62200,62260,Regular,Venituri din dobînzi aferente altor activităţii,TRUE,account.data_account_type_income
md_acc_62270,md_acc_62200,62270,Regular,Alte venituri financiare,TRUE,account.data_account_type_income
md_acc_62300,md_acc_62000,62300,View,Venituri excepţionale,TRUE,account.data_account_type_view
md_acc_62310,md_acc_62300,62310,Regular,Venituri din compensarea pierderilor din calamităţi ,TRUE,account.data_account_type_income
md_acc_62320,md_acc_62300,62320,Regular,Venituri din compensarea pierderilor din alte evenimente excepţionale,TRUE,account.data_account_type_income
md_acc_62330,md_acc_62300,62330,Regular,Alte venituri excepţionale,TRUE,account.data_account_type_income
md_acc_70000,md_acc_0,70000,View,CHELTUIELI,TRUE,account.data_account_type_view
md_acc_71000,md_acc_70000,71000,View,CHELTUIELI ALE ACTIVITĂŢII OPERAŢIONALE,TRUE,account.data_account_type_view
md_acc_71100,md_acc_71000,71100,View,Costul vînzărilor,TRUE,account.data_account_type_view
md_acc_71110,md_acc_71100,71110,Regular,Valoarea contabilă a produselor vîndute,TRUE,account.data_account_type_expense
md_acc_71120,md_acc_71100,71120,Regular,Valoarea contabilă a mărfurilor vîndute,TRUE,account.data_account_type_expense
md_acc_71130,md_acc_71100,71130,Regular,Costul serviciilor prestate ,TRUE,account.data_account_type_expense
md_acc_71140,md_acc_71100,71140,Regular,Costul lucrărilor executate terţilor,TRUE,account.data_account_type_expense
md_acc_71150,md_acc_71100,71150,Regular,Costuri aferente contractelor de construcţie,TRUE,account.data_account_type_expense
md_acc_71160,md_acc_71100,71160,Regular,Costuri aferente contractelor de leasing operaţional şi financiar (arendă locaţiune),TRUE,account.data_account_type_expense
md_acc_71170,md_acc_71100,71170,Regular,Costuri aferente contractelor de microfinanţare,TRUE,account.data_account_type_expense
md_acc_71180,md_acc_71100,71180,Regular,Alte costuri aferente veniturilor din vînzări,TRUE,account.data_account_type_expense
md_acc_71200,md_acc_71000,71200,View,Cheltuieli de distribuire,TRUE,account.data_account_type_view
md_acc_71210,md_acc_71200,71210,Regular,Cheltuieli cu personalul comercial,TRUE,account.data_account_type_expense
md_acc_71220,md_acc_71200,71220,Regular,Cheltuieli privind amortizarea întreţinerea şi reparaţia activelor imobilizate cu destinaţie comercială,TRUE,account.data_account_type_expense
md_acc_71230,md_acc_71200,71230,Regular,Cheltuieli cu ambalajele şi alte materiale utilizate la comercializarea produselor şi mărfurilor,TRUE,account.data_account_type_expense
md_acc_71240,md_acc_71200,71240,Regular,Cheltuieli de transportare a produselor şi mărfurilor,TRUE,account.data_account_type_expense
md_acc_71250,md_acc_71200,71250,Regular,Cheltuieli de publicitate şi marketing,TRUE,account.data_account_type_expense
md_acc_71260,md_acc_71200,71260,Regular,Cheltuieli privind reparaţiile şi deservirea produselor şi mărfurilor în perioada de garanţie,TRUE,account.data_account_type_expense
md_acc_71270,md_acc_71200,71270,Regular,Cheltuieli privind creanţele comerciale compromise,TRUE,account.data_account_type_expense
md_acc_71280,md_acc_71200,71280,Regular,Cheltuieli privind returnările şi reducerile,TRUE,account.data_account_type_expense
md_acc_71290,md_acc_71200,71290,Regular,Alte cheltuieli de distribuire,TRUE,account.data_account_type_expense
md_acc_71300,md_acc_71000,71300,View,Cheltuieli administrative,TRUE,account.data_account_type_view
md_acc_71310,md_acc_71300,71310,Regular,Cheltuieli cu personalul administrativ,TRUE,account.data_account_type_expense
md_acc_71320,md_acc_71300,71320,Regular,Cheltuieli privind amortizarea întreţinerea şi reparaţia activelor imobilizate cu destinaţie administrativă,TRUE,account.data_account_type_expense
md_acc_71330,md_acc_71300,71330,Regular,Cheltuieli cu impozitele şi taxele cu excepţia impozitului pe venit,TRUE,account.data_account_type_expense
md_acc_71340,md_acc_71300,71340,Regular,Cheltuieli în scopuri de filantropie şi sponsorizare,TRUE,account.data_account_type_expense
md_acc_71350,md_acc_71300,71350,Regular,Cheltuieli privind serviciile cu destinaţie administrativă,TRUE,account.data_account_type_expense
md_acc_71360,md_acc_71300,71360,Regular,Cheltuieli de protocol (reprezentanţă),TRUE,account.data_account_type_expense
md_acc_71370,md_acc_71300,71370,Regular,Cheltuieli privind delegarea personalului administrativ,TRUE,account.data_account_type_expense
md_acc_71380,md_acc_71300,71380,Regular,Alte cheltuieli administrative,TRUE,account.data_account_type_expense
md_acc_71400,md_acc_71000,71400,View,Alte cheltuieli din activitatea operaţională,TRUE,account.data_account_type_view
md_acc_71410,md_acc_71400,71410,Regular,Valoarea contabilă şi cheltuielile aferente altor active circulante ieşite ,TRUE,account.data_account_type_expense
md_acc_71420,md_acc_71400,71420,Regular,Cheltuieli privind sancţiunile,TRUE,account.data_account_type_expense
md_acc_71430,md_acc_71400,71430,Regular,Cheltuieli privind dobînzile,TRUE,account.data_account_type_expense
md_acc_71440,md_acc_71400,71440,Regular,Cheltuieli privind lipsurile şi pierderile din deteriorarea activelor imobilizate şi circulante,TRUE,account.data_account_type_expense
md_acc_71450,md_acc_71400,71450,Regular,Cheltuieli privind creanţele compromise decontate cu excepţia celor comerciale,TRUE,account.data_account_type_expense
md_acc_71460,md_acc_71400,71460,Regular,Cheltuieli aferente evaluării stocurilor la valoarea realizabilă netă,TRUE,account.data_account_type_expense
md_acc_71470,md_acc_71400,71470,Regular,Alte cheltuieli operaţionale,TRUE,account.data_account_type_expense
md_acc_72000,md_acc_70000,72000,View,CHELTUIELI ALE ALTOR ACTIVITĂŢI,TRUE,account.data_account_type_view
md_acc_72100,md_acc_72000,72100,View,Cheltuieli cu active imobilizate,TRUE,account.data_account_type_view
md_acc_72110,md_acc_72100,72110,Regular,Valoarea contabilă şi cheltuielile aferente imobilizărilor necorporale ieşite,TRUE,account.data_account_type_expense
md_acc_72120,md_acc_72100,72120,Regular,Valoarea contabilă şi cheltuielile aferente imobilizărilor corporale ieşite,TRUE,account.data_account_type_expense
md_acc_72130,md_acc_72100,72130,Regular,Valoarea contabilă şi cheltuielile aferente investiţiilor financiare pe termen lung ieşite,TRUE,account.data_account_type_expense
md_acc_72140,md_acc_72100,72140,Regular,Valoarea contabilă şi cheltuielile aferente investiţiilor imobiliare ieşite,TRUE,account.data_account_type_expense
md_acc_72150,md_acc_72100,72150,Regular,Valoarea contabilă şi cheltuielile aferente altor active imobilizate ieşite,TRUE,account.data_account_type_expense
md_acc_72160,md_acc_72100,72160,Regular,Cheltuieli privind provizioanele aferente activelor imobilizate,TRUE,account.data_account_type_expense
md_acc_72170,md_acc_72100,72170,Regular,Pierderi din deprecierea activelor imobilizate,TRUE,account.data_account_type_expense
md_acc_72180,md_acc_72100,72180,Regular,Alte cheltuieli cu active imobilizate,TRUE,account.data_account_type_expense
md_acc_72200,md_acc_72000,72200,View,Cheltuieli financiare,TRUE,account.data_account_type_view
md_acc_72210,md_acc_72200,72210,Regular,Cheltuieli din diferenţe de curs valutar,TRUE,account.data_account_type_expense
md_acc_72220,md_acc_72200,72220,Regular,Cheltuieli din diferenţe de sumă,TRUE,account.data_account_type_expense
md_acc_72230,md_acc_72200,72230,Regular,Cheltuieli privind redevenţele,TRUE,account.data_account_type_expense
md_acc_72240,md_acc_72200,72240,Regular,Valoarea contabilă şi cheltuielile aferente activelor imobilizate şi circulante transmise cu titlu gratuit ,TRUE,account.data_account_type_expense
md_acc_72250,md_acc_72200,72250,Regular,Cheltuieli aferente emisiunii şi operaţiunilor cu acţiuni proprii,TRUE,account.data_account_type_expense
md_acc_72260,md_acc_72200,72260,Regular,Alte cheltuieli financiare,TRUE,account.data_account_type_expense
md_acc_72300,md_acc_72000,72300,View,Cheltuieli excepţionale,TRUE,account.data_account_type_view
md_acc_72310,md_acc_72300,72310,Regular,Cheltuieli privind calamităţile,TRUE,account.data_account_type_expense
md_acc_72320,md_acc_72300,72320,Regular,Cheltuieli privind alte evenimente excepţionale,TRUE,account.data_account_type_expense
md_acc_72330,md_acc_72300,72330,Regular,Alte cheltuieli excepţionale,TRUE,account.data_account_type_expense
md_acc_73000,md_acc_70000,73000,View,CHELTUIELI PRIVIND IMPOZITUL PE VENIT,TRUE,account.data_account_type_view
md_acc_73100,md_acc_73000,73100,View,Cheltuieli privind impozitul pe venit,TRUE,account.data_account_type_view
md_acc_73110,md_acc_73100,73110,Regular,Cheltuieli privind impozitul pe venit,TRUE,account.data_account_type_expense
md_acc_73120,md_acc_73100,73120,Regular,Cheltuieli privind impozitul pe venitul din activitatea operaţională,TRUE,account.data_account_type_expense
md_acc_73130,md_acc_73100,73130,Regular,Alte cheltuieli privind impozitul pe venit,TRUE,account.data_account_type_expense
md_acc_80000,md_acc_0,80000,View,CONTURI DE GESTIUNE,TRUE,account.data_account_type_view
md_acc_81000,md_acc_80000,81000,View,CONTURI DE CALCULAŢIE,TRUE,account.data_account_type_view
md_acc_81100,md_acc_81000,81100,Regular,Activităţi de bază,TRUE,account.data_account_type_expense
md_acc_81200,md_acc_81000,81200,Regular,Activităţi auxiliare,TRUE,account.data_account_type_expense
md_acc_82000,md_acc_80000,82000,View,CONTURI DE REPARTIZARE,TRUE,account.data_account_type_view
md_acc_82100,md_acc_82000,82100,Regular,Costuri indirecte de producţie,TRUE,account.data_account_type_expense
md_acc_82200,md_acc_82000,82200,Regular,Costuri indirecte aferente contractelor de construcţie ,TRUE,account.data_account_type_expense
md_acc_82300,md_acc_82000,82300,Regular,Costuri de regie aferente contractelor de construcţie ,TRUE,account.data_account_type_expense
md_acc_82400,md_acc_82000,82400,Regular,Alte costuri repartizabile,TRUE,account.data_account_type_expense
md_acc_83000,md_acc_80000,83000,View,ALTE CONTURI DE GESTIUNE,TRUE,account.data_account_type_view
md_acc_83100,md_acc_83000,83100,Regular,Adaos comercial,TRUE,account.data_account_type_tax
md_acc_83200,md_acc_83000,83200,Regular,Încasări din vînzarea bunurilor în numerar,TRUE,account.data_account_type_cash
md_acc_83300,md_acc_83000,83300,Regular,Returnarea şi reducerea preţurilor la bunurile vîndute,TRUE,account.data_account_type_expense
md_acc_83400,md_acc_83000,83400,Regular,Costuri aferente bunurilor transmise spre prelucrare terţilor,TRUE,account.data_account_type_expense
md_acc_83500,md_acc_83000,83500,Regular,Producţii şi unităţi de deservire,TRUE,account.data_account_type_expense
md_acc_83600,md_acc_83000,83600,Regular,Costuri refacturate,TRUE,account.data_account_type_expense
md_acc_90000,md_acc_0,90000,View,CONTURI EXTRABILANŢIERE,TRUE,account.data_account_type_view
md_acc_91100,md_acc_90000,91100,Regular,Imobilizări corporale primite în leasing (arendă locaţiune) operaţional,TRUE,account.data_account_type_view
md_acc_91200,md_acc_90000,91200,Regular,Bunuri primite pentru montare,TRUE,account.data_account_type_view
md_acc_91300,md_acc_90000,91300,Regular,Imobilizări corporale transmise în leasing financiar,TRUE,account.data_account_type_view
md_acc_91400,md_acc_90000,91400,Regular,Bunuri primite în custodie,TRUE,account.data_account_type_view
md_acc_91500,md_acc_90000,91500,Regular,Bunuri primite spre prelucrare sau reparare,TRUE,account.data_account_type_view
md_acc_91600,md_acc_90000,91600,Regular,Bunuri primite în baza contractelor de comision,TRUE,account.data_account_type_view
md_acc_91700,md_acc_90000,91700,Regular,Bunuri obţinute din materialele prelucrate ale terţilor,TRUE,account.data_account_type_view
md_acc_91800,md_acc_90000,91800,Regular,Formulare cu regim special,TRUE,account.data_account_type_view
md_acc_91900,md_acc_90000,91900,Regular,Creanţe compromise decontate,TRUE,account.data_account_type_view
md_acc_92000,md_acc_90000,92000,Regular,Creanţe contingente,TRUE,account.data_account_type_view
md_acc_92100,md_acc_90000,92100,Regular,Datorii contingente,TRUE,account.data_account_type_view
md_acc_92200,md_acc_90000,92200,Regular,Garanţii acordate,TRUE,account.data_account_type_view
md_acc_92300,md_acc_90000,92300,Regular,Garanţii primite,TRUE,account.data_account_type_view
md_acc_92400,md_acc_90000,92400,Regular,Pierderi fiscale,TRUE,account.data_account_type_view
md_acc_92500,md_acc_90000,92500,Regular,Facilităţi fiscale,TRUE,account.data_account_type_view
